ENTIDAD,MUNICIPIO,POBTOT,POB_AFRO,POB_AFRO_F,POB_AFRO_M
2,2,2191,163,78,85
2,2,1120,11,4,7
2,2,9158,87,49,38
2,2,21112,253,123,130
2,2,1134,4,0,4
2,2,3083,51,25,26
2,2,874,18,8,10
2,2,2175,39,16,23
2,2,1177,6,4,2
2,2,1689,8,5,3
2,2,1046,24,11,13
2,2,1493,9,5,4
2,2,1462,185,92,93
2,2,4516,152,79,73
2,2,2312,7,4,3
2,2,1595,74,46,28
2,2,510,8,4,4
2,2,756,0,0,0
2,2,910,6,2,4
2,2,1340,23,13,10
2,2,1061,21,11,10
2,2,14431,232,139,93
2,2,1087,1,0,1
2,2,838,2,0,2
2,2,1244,4,3,1
2,2,1765,18,5,13
2,2,1661,33,17,16
2,2,996,29,15,14
2,2,1399,2,1,1
2,2,5836,42,23,19
2,2,771,5,2,3
2,2,1743,36,17,19
2,2,1276,14,5,9
2,2,949,4,3,1
2,2,21431,222,93,129
2,2,9957,39,20,19
2,2,744,0,0,0
2,2,1093,9,5,4
2,2,1053,9,4,5
2,2,735,2,0,2
2,2,804,0,0,0
2,2,775,6,3,3
2,2,778,8,2,6
2,2,1011,5,3,2
2,2,893,4,3,1
2,2,850,53,30,23
2,2,1105,6,3,3
2,2,974,3,1,2
2,2,4736,41,16,25
2,2,692,27,8,19
2,2,4230,20,9,11
2,2,3233,32,17,15
2,2,3675,9,4,5
2,2,1925,20,11,9
2,2,7992,42,17,25
2,2,11094,64,25,39
2,2,1129,33,18,15
2,2,1159,20,9,11
2,2,1070,1,0,1
2,2,841,2,1,1
2,2,1844,13,8,5
2,2,1162,1,1,0
2,2,1165,9,6,3
2,2,1066,3,1,2
2,2,1440,14,3,11
2,2,1367,16,7,9
2,2,3366,53,18,35
2,2,445,4,1,3
2,2,868,2,0,2
2,2,728,3,1,2
2,2,18919,324,147,177
2,2,842,2,2,0
2,2,9637,100,53,47
2,2,3681,21,8,13
2,2,3219,24,13,11
2,2,2350,10,2,8
2,2,20051,154,71,83
2,2,4641,23,14,9
2,2,906,5,4,1
2,2,2362,17,4,13
2,2,588,3,1,2
2,2,1327,19,9,10
2,2,1757,6,4,2
2,2,2139,2,0,2
2,2,2038,5,1,4
2,2,2558,12,6,6
2,2,1911,21,10,11
2,2,3379,16,5,11
2,2,2320,3,3,0
2,2,680,3,1,2
2,2,3195,23,10,13
2,2,1213,6,5,1
2,2,1235,2,1,1
2,2,1570,7,6,1
2,2,2289,22,10,12
2,2,1153,7,3,4
2,2,985,7,4,3
2,2,10372,91,33,58
2,2,2729,58,22,36
2,2,1654,47,23,24
2,2,506,2,2,0
2,2,7903,105,51,54
2,2,4348,53,26,27
2,2,1600,9,6,3
2,2,2020,5,1,4
2,2,3233,46,27,19
2,2,743,0,0,0
2,2,1868,0,0,0
2,2,1879,0,0,0
2,2,1221,2,1,1
2,2,699,10,4,6
2,2,1519,3,1,2
2,2,999,1,0,1
2,2,1353,2,0,2
2,2,1227,0,0,0
2,2,756,1,0,1
2,2,874,1,1,0
2,2,60,0,0,0
2,2,1490,5,0,5
2,2,1342,14,9,5
2,2,2952,69,4,65
2,2,834,3,1,2
2,2,1906,17,9,8
2,2,1308,12,6,6
2,2,8553,56,20,36
2,2,13213,118,50,68
2,2,3263,18,8,10
2,2,1695,4,2,2
2,2,1087,5,4,1
2,2,2877,18,9,9
2,2,1021,6,1,5
2,2,1737,9,3,6
2,2,1600,1,0,1
2,2,2350,15,8,7
2,2,949,1,0,1
2,2,1195,5,2,3
2,2,1062,4,3,1
2,2,1299,3,3,0
2,2,1516,1,0,1
2,2,735,1,1,0
2,2,3111,14,3,11
2,2,1280,0,0,0
2,2,624,0,0,0
2,2,2602,10,6,4
2,2,746,0,0,0
2,2,2074,5,3,2
2,2,1361,1,1,0
2,2,990,1,1,0
2,2,1158,5,2,3
2,2,869,2,1,1
2,2,3214,10,3,7
2,2,1707,24,9,15
2,2,2145,5,1,4
2,2,1634,2,2,0
2,2,1385,0,0,0
2,2,2178,86,15,71
2,2,2472,4,1,3
2,2,3440,8,3,5
2,2,1811,1,1,0
2,2,1487,4,3,1
2,2,883,1,0,1
2,2,1144,6,1,5
2,2,450,1,0,1
2,2,2990,8,5,3
2,2,1824,26,17,9
2,2,1110,12,6,6
2,2,810,4,2,2
2,2,563,0,0,0
2,2,737,4,2,2
2,2,1073,3,3,0
2,2,2105,6,3,3
2,2,968,2,1,1
2,2,2914,19,6,13
2,2,3192,23,14,9
2,2,854,7,2,5
2,2,5793,43,13,30
2,2,819,0,0,0
2,2,821,1,1,0
2,2,1170,6,3,3
2,2,711,4,2,2
2,2,756,0,0,0
2,2,1128,2,0,2
2,2,881,2,1,1
2,2,1381,16,13,3
2,2,1120,4,1,3
2,2,1912,6,3,3
2,2,1911,5,1,4
2,2,1151,3,0,3
2,2,1636,1,1,0
2,2,873,0,0,0
2,2,772,2,0,2
2,2,2101,1,1,0
2,2,2520,9,2,7
2,2,1614,16,10,6
2,2,826,0,0,0
2,2,1048,2,1,1
2,2,1549,103,44,59
2,2,382,0,0,0
2,2,470,4,2,2
2,2,407,2,0,2
2,2,646,0,0,0
2,2,1160,4,0,4
2,2,931,4,3,1
2,2,1626,4,1,3
2,2,1596,7,2,5
2,2,667,1,0,1
2,2,8202,43,17,26
2,2,2716,25,8,17
2,2,2822,19,8,11
2,2,731,11,6,5
2,2,3987,61,34,27
2,2,515,1,0,1
2,2,723,5,2,3
2,2,1089,26,14,12
2,2,479,1,1,0
2,2,487,2,1,1
2,2,670,6,2,4
2,2,718,4,1,3
2,2,14858,143,65,78
2,2,16439,150,81,69
2,2,1345,3,1,2
2,3,2013,25,12,13
2,3,1370,12,6,6
2,3,2218,15,8,7
2,3,1251,24,10,14
2,3,711,11,5,6
2,3,727,6,6,0
2,3,938,17,9,8
2,3,1536,11,5,6
2,3,10006,118,56,62
2,3,1826,7,3,4
2,3,1317,15,7,8
2,3,1733,21,10,11
2,3,1691,9,2,7
2,3,1134,6,3,3
2,3,1332,14,8,6
2,3,1792,8,4,4
2,3,2182,42,16,26
2,3,3837,73,42,31
2,3,1506,35,13,22
2,3,1737,20,5,15
2,3,4661,26,13,13
2,3,4676,19,8,11
2,3,2322,3,1,2
2,3,1740,27,12,15
2,3,1683,12,6,6
2,3,1246,5,2,3
2,3,1034,4,1,3
2,3,16428,128,66,62
2,3,6337,81,40,41
2,3,780,90,38,52
2,3,1684,772,401,371
2,3,773,14,6,8
2,3,1021,22,9,13
2,3,2083,13,9,4
2,3,1776,20,12,8
2,3,5647,7,1,6
2,3,503,1,0,1
2,3,590,6,5,1
2,3,1063,8,2,6
2,4,2901,57,31,26
2,4,1275,6,3,3
2,4,1572,30,14,16
2,4,1131,57,25,32
2,4,1596,48,30,18
2,4,1378,21,7,14
2,4,1288,10,4,6
2,4,1572,42,16,26
2,4,817,6,2,4
2,4,697,12,5,7
2,4,895,23,13,10
2,4,1142,15,6,9
2,4,631,5,3,2
2,4,854,20,8,12
2,4,1084,72,18,54
2,4,779,87,28,59
2,4,1262,47,11,36
2,4,541,10,5,5
2,4,728,18,9,9
2,4,845,16,7,9
2,4,824,43,12,31
2,4,913,29,16,13
2,4,967,2,0,2
2,4,1227,30,18,12
2,4,775,13,7,6
2,4,774,3,2,1
2,4,1297,6,4,2
2,4,1960,14,7,7
2,4,1064,13,5,8
2,4,3393,109,49,60
2,4,1131,11,3,8
2,4,3188,9,3,6
2,4,1151,15,6,9
2,4,1064,0,0,0
2,4,959,5,2,3
2,4,596,4,2,2
2,4,1054,25,12,13
2,4,1309,27,13,14
2,4,602,2,0,2
2,4,726,19,6,13
2,4,735,9,1,8
2,4,847,13,6,7
2,4,907,26,11,15
2,4,553,17,9,8
2,4,558,29,9,20
2,4,550,30,11,19
2,4,348,15,3,12
2,4,505,28,10,18
2,4,859,57,22,35
2,4,573,22,9,13
2,4,875,44,21,23
2,4,945,14,5,9
2,4,933,16,5,11
2,4,785,8,4,4
2,4,1294,13,6,7
2,4,1082,26,8,18
2,4,735,15,7,8
2,4,914,6,2,4
2,4,750,1,1,0
2,4,1091,61,32,29
2,4,1192,12,8,4
2,4,1031,5,1,4
2,4,2285,37,20,17
2,4,3477,30,16,14
2,4,759,12,2,10
2,4,1946,21,8,13
2,4,799,0,0,0
2,4,1251,11,6,5
2,4,1125,13,6,7
2,4,1093,8,4,4
2,4,881,11,5,6
2,4,652,5,4,1
2,4,1469,19,11,8
2,4,1256,27,15,12
2,4,440,19,6,13
2,4,644,5,3,2
2,4,1439,14,8,6
2,4,642,30,14,16
2,4,618,32,8,24
2,4,744,11,5,6
2,4,805,26,10,16
2,4,728,15,7,8
2,4,835,15,6,9
2,4,671,2,1,1
2,4,736,8,3,5
2,4,1512,53,28,25
2,4,1251,16,8,8
2,4,1410,32,20,12
2,4,915,1,0,1
2,4,1034,7,4,3
2,4,1629,13,2,11
2,4,826,5,2,3
2,4,1989,19,9,10
2,4,912,8,3,5
2,4,2083,20,9,11
2,4,3070,6,1,5
2,4,3129,12,4,8
2,4,1341,23,10,13
2,4,996,6,3,3
2,4,638,1,0,1
2,4,877,27,14,13
2,4,969,24,10,14
2,4,932,11,3,8
2,4,846,6,3,3
2,4,1038,8,5,3
2,4,657,8,5,3
2,4,2103,5,1,4
2,4,5943,40,18,22
2,4,2591,57,30,27
2,4,982,1,1,0
2,4,1343,31,19,12
2,4,977,14,7,7
2,4,1257,10,7,3
2,4,1147,2,2,0
2,4,2071,15,6,9
2,4,1670,42,22,20
2,4,1682,17,10,7
2,4,2326,20,8,12
2,4,6287,74,32,42
2,4,4371,12,5,7
2,4,3579,10,3,7
2,4,4754,58,26,32
2,4,11479,127,61,66
2,4,1389,4,1,3
2,4,713,14,6,8
2,4,826,1,0,1
2,4,506,1,0,1
2,4,426,5,4,1
2,4,632,18,9,9
2,4,607,1,1,0
2,4,608,4,0,4
2,4,817,13,7,6
2,4,1023,54,14,40
2,4,402,0,0,0
2,4,1631,46,19,27
2,4,708,27,10,17
2,4,957,14,7,7
2,4,465,15,2,13
2,4,850,20,10,10
2,4,825,60,18,42
2,4,577,26,11,15
2,4,242,2,1,1
2,4,383,0,0,0
2,4,181,0,0,0
2,4,615,26,6,20
2,4,860,8,4,4
2,4,1165,18,9,9
2,4,836,18,6,12
2,4,2354,26,12,14
2,4,538,4,1,3
2,4,1000,3,2,1
2,4,371,9,5,4
2,4,661,11,4,7
2,4,395,5,1,4
2,4,282,0,0,0
2,4,566,19,7,12
2,4,470,7,2,5
2,4,813,13,7,6
2,4,1127,23,8,15
2,4,1010,11,5,6
2,4,972,33,8,25
2,4,904,28,12,16
2,4,1660,31,12,19
2,4,479,21,8,13
2,4,1415,59,25,34
2,4,2287,69,30,39
2,4,1475,39,17,22
2,4,2061,53,23,30
2,4,832,32,19,13
2,4,589,8,6,2
2,4,607,4,2,2
2,4,773,18,9,9
2,4,665,7,3,4
2,4,485,9,4,5
2,4,943,10,5,5
2,4,1015,25,13,12
2,4,713,11,2,9
2,4,729,27,10,17
2,4,849,21,9,12
2,4,500,4,2,2
2,4,1177,26,7,19
2,4,981,14,4,10
2,4,566,55,24,31
2,4,1255,12,5,7
2,4,608,5,1,4
2,4,407,2,1,1
2,4,1163,7,2,5
2,4,871,41,17,24
2,4,785,4,2,2
2,4,1198,18,6,12
2,4,3522,22,11,11
2,4,1629,42,18,24
2,4,6423,177,88,89
2,4,578,10,5,5
2,4,2073,9,6,3
2,4,1590,33,11,22
2,4,682,8,3,5
2,4,717,9,2,7
2,4,963,13,6,7
2,4,1744,36,14,22
2,4,953,36,24,12
2,4,942,12,7,5
2,4,694,5,1,4
2,4,1034,4,1,3
2,4,1160,18,7,11
2,4,805,14,5,9
2,4,1902,15,7,8
2,4,1388,128,68,60
2,4,758,31,15,16
2,4,1102,163,76,87
2,4,378,58,27,31
2,4,1221,5,3,2
2,4,896,6,2,4
2,4,578,0,0,0
2,4,1471,8,3,5
2,4,1182,44,19,25
2,4,1897,104,47,57
2,4,1027,4,3,1
2,4,1374,6,5,1
2,4,1016,13,4,9
2,4,1179,10,3,7
2,4,1642,42,19,23
2,4,1615,18,7,11
2,4,919,62,31,31
2,4,1529,34,16,18
2,4,1391,8,5,3
2,4,1574,15,8,7
2,4,676,7,5,2
2,4,1122,11,5,6
2,4,1078,3,1,2
2,4,1238,10,5,5
2,4,457,3,1,2
2,4,1428,16,9,7
2,4,848,0,0,0
2,4,918,9,7,2
2,4,1686,19,9,10
2,4,5106,35,19,16
2,4,6061,118,69,49
2,4,1598,84,39,45
2,4,1617,12,6,6
2,4,2879,30,7,23
2,4,2973,27,13,14
2,4,2689,29,16,13
2,4,2635,32,12,20
2,4,1316,12,5,7
2,4,1546,60,32,28
2,4,912,10,6,4
2,4,1133,3,3,0
2,4,919,5,2,3
2,4,1151,2,1,1
2,4,1039,4,1,3
2,4,1149,7,3,4
2,4,1850,27,14,13
2,4,641,28,14,14
2,4,1029,0,0,0
2,4,569,10,6,4
2,4,1247,5,3,2
2,4,1767,15,9,6
2,4,1762,29,9,20
2,4,1138,3,1,2
2,4,1572,4,1,3
2,4,711,3,1,2
2,4,1200,46,29,17
2,4,2656,108,55,53
2,4,1494,23,13,10
2,4,2085,9,4,5
2,4,964,15,9,6
2,4,1402,8,2,6
2,4,692,15,7,8
2,4,1361,13,7,6
2,4,611,10,4,6
2,4,1035,3,2,1
2,4,472,3,1,2
2,4,1012,5,1,4
2,4,456,16,9,7
2,4,3227,45,22,23
2,4,655,5,2,3
2,4,1672,10,4,6
2,4,788,2,0,2
2,4,1032,68,33,35
2,4,1377,22,13,9
2,4,823,33,23,10
2,4,715,2,1,1
2,4,410,5,1,4
2,4,803,5,4,1
2,4,739,14,7,7
2,4,648,9,5,4
2,4,726,4,3,1
2,4,923,5,2,3
2,4,725,11,5,6
2,4,815,4,1,3
2,4,719,7,4,3
2,4,714,35,15,20
2,4,591,3,0,3
2,4,2564,49,13,36
2,4,4178,243,116,127
2,4,839,10,6,4
2,4,1660,23,15,8
2,4,2386,27,13,14
2,4,758,18,8,10
2,4,1084,7,3,4
2,4,1639,50,29,21
2,4,864,7,1,6
2,4,1407,12,5,7
2,4,1341,37,21,16
2,4,1013,12,6,6
2,4,1275,17,5,12
2,4,1029,27,7,20
2,4,4915,116,65,51
2,4,1445,9,3,6
2,4,1043,13,9,4
2,4,1949,20,7,13
2,4,2229,16,8,8
2,4,10743,72,29,43
2,4,17384,161,78,83
2,4,1133,15,8,7
2,4,2179,40,20,20
2,4,1302,18,9,9
2,4,1604,22,7,15
2,4,936,17,8,9
2,4,1235,16,9,7
2,4,1005,31,16,15
2,4,1300,20,5,15
2,4,1190,10,4,6
2,4,1134,36,16,20
2,4,664,8,5,3
2,4,1114,19,11,8
2,4,1007,40,19,21
2,4,962,38,16,22
2,4,767,5,2,3
2,4,952,20,5,15
2,4,937,21,7,14
2,4,486,4,1,3
2,4,955,20,8,12
2,4,2074,16,9,7
2,4,1923,30,15,15
2,4,1228,12,7,5
2,4,1222,30,13,17
2,4,971,11,4,7
2,4,1595,14,4,10
2,4,3037,31,16,15
2,4,1239,25,15,10
2,4,1817,111,58,53
2,4,1315,34,20,14
2,4,787,2,1,1
2,4,699,12,7,5
2,4,760,10,1,9
2,4,1182,31,12,19
2,4,797,21,10,11
2,4,1263,42,20,22
2,4,1029,14,4,10
2,4,704,8,3,5
2,4,1139,5,2,3
2,4,1053,9,3,6
2,4,1208,31,15,16
2,4,1355,12,6,6
2,4,1115,1,1,0
2,4,2442,11,7,4
2,4,1749,37,24,13
2,4,1196,18,9,9
2,4,1136,34,14,20
2,4,4757,40,16,24
2,4,2537,18,8,10
2,4,1646,11,5,6
2,4,1885,47,23,24
2,4,6173,105,48,57
2,4,1642,8,2,6
2,4,4530,26,14,12
2,4,2256,36,13,23
2,4,2102,33,14,19
2,4,1182,11,6,5
2,4,1363,5,3,2
2,4,1104,27,14,13
2,4,1153,28,16,12
2,4,1436,20,9,11
2,4,1038,13,5,8
2,4,827,42,21,21
2,4,862,8,4,4
2,4,1120,10,2,8
2,4,745,4,3,1
2,4,2353,44,15,29
2,4,805,15,6,9
2,4,1365,60,30,30
2,4,3738,85,42,43
2,4,896,16,8,8
2,4,3392,76,30,46
2,4,8881,91,41,50
2,4,4677,29,14,15
2,4,2077,43,23,20
2,4,10767,83,43,40
2,4,2122,11,4,7
2,4,2537,35,19,16
2,4,4894,656,312,344
2,4,2079,41,24,17
2,4,407,2,1,1
2,4,2637,37,15,22
2,4,1456,23,12,11
2,4,876,11,4,7
2,4,641,13,5,8
2,4,1419,20,8,12
2,4,742,18,10,8
2,4,5711,38,21,17
2,4,1783,58,30,28
2,4,1374,14,5,9
2,4,5775,210,88,122
2,4,1556,27,12,15
2,4,1413,11,6,5
2,4,3990,18,11,7
2,4,1820,17,9,8
2,4,2578,17,7,10
2,4,1342,0,0,0
2,4,2375,53,30,23
2,4,412,5,2,3
2,4,3233,49,27,22
2,4,10280,581,299,282
2,4,4799,101,49,52
2,4,10164,99,34,65
2,4,2340,13,7,6
2,4,4144,43,22,21
2,4,2209,23,8,15
2,4,3725,9,4,5
2,4,2240,15,7,8
2,4,1985,101,58,43
2,4,1115,54,26,28
2,4,2124,24,14,10
2,4,5249,82,41,41
2,4,3010,52,26,26
2,4,894,4,1,3
2,4,2272,54,28,26
2,4,2084,23,11,12
2,4,2860,10,4,6
2,4,5136,37,22,15
2,4,1359,15,7,8
2,4,3479,41,22,19
2,4,996,9,4,5
2,4,1826,42,21,21
2,4,2086,59,28,31
2,4,4111,51,24,27
2,4,907,19,7,12
2,4,3259,109,39,70
2,4,1638,33,9,24
2,4,1404,9,5,4
2,4,1783,26,13,13
2,4,1174,17,5,12
2,4,1391,387,185,202
2,4,2326,185,88,97
2,4,2468,319,147,172
2,4,2051,14,7,7
2,4,4076,40,21,19
2,4,3505,66,32,34
2,4,1854,51,17,34
2,4,2830,101,39,62
2,4,2828,85,41,44
2,4,2573,178,97,81
2,4,1345,6,3,3
2,5,11569,220,97,123
2,4,1963,14,5,9
2,4,1604,7,3,4
2,4,2997,29,8,21
2,4,1330,8,5,3
2,4,2456,29,15,14
2,4,3165,29,15,14
2,4,3136,78,36,42
2,4,3058,21,12,9
2,4,1723,10,7,3
2,4,14106,143,71,72
2,4,1221,8,3,5
2,4,555,0,0,0
2,4,899,7,4,3
2,4,3361,32,11,21
2,4,2249,132,66,66
2,4,1456,13,5,8
2,4,1808,9,4,5
2,4,1268,13,4,9
2,4,3929,47,16,31
2,4,1735,54,28,26
2,4,1798,158,60,98
2,4,1922,435,217,218
2,4,3615,161,78,83
2,4,2422,17,5,12
2,4,1977,16,8,8
2,4,2250,19,8,11
2,4,1406,34,15,19
2,4,1679,37,14,23
2,4,2611,34,16,18
2,4,1196,18,11,7
2,4,1199,12,5,7
2,4,1454,9,4,5
2,4,1784,13,7,6
2,4,14083,59,29,30
2,4,1170,8,5,3
2,4,1235,18,9,9
2,4,5620,184,93,91
2,4,1451,41,17,24
2,4,8884,101,57,44
2,4,3349,30,14,16
2,4,4133,54,29,25
2,4,5137,19,7,12
2,4,1727,7,4,3
2,4,1649,16,5,11
2,4,3976,51,25,26
2,4,914,7,4,3
2,4,2222,8,2,6
2,4,2683,51,21,30
2,4,1531,3,1,2
2,4,1878,38,21,17
2,4,1421,3,2,1
2,4,2762,39,21,18
2,4,2640,34,15,19
2,4,1333,60,33,27
2,4,2051,20,10,10
2,4,2923,43,15,28
2,4,2876,39,20,19
2,4,1957,28,15,13
2,4,2316,157,80,77
2,4,2562,15,5,10
2,4,1491,6,3,3
2,5,5258,98,55,43
2,5,2741,7,3,4
2,5,7466,47,28,19
2,5,7373,48,22,26
2,5,10724,91,44,47
2,5,4051,104,50,54
2,5,3614,32,20,12
2,5,2383,45,19,26
2,5,686,51,20,31
2,5,762,30,14,16
2,5,1652,34,17,17
2,5,1139,52,26,26
2,5,5438,215,110,105
2,5,1855,130,64,66
2,5,1466,52,31,21
2,4,1669,12,6,6
2,4,1432,11,5,6
2,4,2450,39,21,18
2,4,2066,26,17,9
2,4,899,6,2,4
2,4,5556,21,12,9
2,4,3903,41,18,23
2,4,3160,31,18,13
2,4,3260,4,1,3
2,4,5074,39,20,19
2,4,10918,199,88,111
2,5,1234,22,12,10
2,5,3735,16,4,12
2,5,13021,1404,660,744
2,5,16707,267,125,142
2,5,5040,152,58,94
2,4,756,18,11,7
2,4,3929,21,11,10
2,4,768,3,1,2
2,4,3846,23,11,12
2,4,1539,13,4,9
2,4,1224,8,4,4
2,4,966,12,5,7
2,4,845,23,14,9
2,4,710,14,7,7
2,4,1047,50,28,22
2,4,1711,54,24,30
2,4,1042,8,2,6
2,4,1052,15,8,7
2,4,1127,13,4,9
2,4,1097,1,0,1
2,4,1166,10,4,6
2,4,897,23,12,11
2,4,799,5,1,4
2,4,921,22,10,12
2,4,2658,5,1,4
2,4,2287,20,7,13
2,4,2241,43,21,22
2,4,5419,26,13,13
2,4,861,2,1,1
2,4,1225,18,12,6
2,4,1687,14,6,8
2,4,1708,20,10,10
2,4,2457,210,92,118
2,4,4652,441,221,220
2,4,5970,64,38,26
2,4,1410,31,14,17
2,4,2750,352,178,174
2,4,1456,8,2,6
2,4,958,0,0,0
2,4,844,0,0,0
2,4,891,7,5,2
2,4,946,24,14,10
2,4,7190,95,42,53
2,4,2370,60,37,23
2,4,1313,40,14,26
2,4,1077,35,15,20
2,4,1284,21,13,8
2,4,1796,18,12,6
2,4,511,5,3,2
2,4,1943,38,21,17
2,4,822,6,3,3
2,4,1613,4,1,3
2,4,2306,87,33,54
2,4,1873,33,20,13
2,4,3456,70,38,32
2,4,5595,36,19,17
2,4,3719,45,19,26
2,4,4075,53,26,27
2,4,907,7,4,3
2,4,6452,80,41,39
2,4,759,6,4,2
2,4,1539,13,8,5
2,4,1717,19,10,9
2,4,1931,76,42,34
2,4,1090,7,1,6
2,4,1136,10,6,4
2,4,1126,16,4,12
2,5,2947,50,22,28
2,5,758,11,6,5
2,5,3250,55,26,29
2,5,1065,41,21,20
2,5,6681,236,121,115
2,5,4218,38,18,20
2,4,959,13,7,6
2,4,792,16,9,7
2,4,1792,57,21,36
2,4,1221,5,1,4
2,4,1054,5,1,4
2,4,903,29,12,17
2,4,1233,15,4,11
2,4,688,2,0,2
2,4,912,3,1,2
2,4,1197,1,1,0
2,4,986,3,1,2
2,4,1403,8,5,3
2,4,1189,4,1,3
2,4,1830,62,31,31
2,4,631,17,7,10
2,4,2771,32,15,17
2,4,465,49,23,26
2,4,5210,56,27,29
2,4,1265,4,3,1
2,4,1688,35,16,19
2,4,1805,10,5,5
2,4,1176,10,2,8
2,4,1058,11,5,6
2,4,1021,20,14,6
2,4,912,17,7,10
2,4,1261,21,14,7
2,4,1163,13,4,9
2,4,1260,6,3,3
2,4,1176,28,14,14
2,4,935,7,4,3
2,4,1316,2,0,2
2,4,1155,24,14,10
2,4,1115,26,14,12
2,4,1012,18,12,6
2,4,1309,37,19,18
2,4,1193,12,4,8
2,4,1525,15,4,11
2,4,728,4,2,2
2,4,1249,22,8,14
2,4,1049,42,27,15
2,4,1203,20,12,8
2,4,1732,11,3,8
2,4,2506,126,50,76
2,4,2068,91,39,52
2,4,2195,13,7,6
2,4,1963,25,10,15
2,4,2669,14,5,9
2,4,1806,25,13,12
2,4,1989,13,6,7
2,4,1778,3,0,3
2,4,1333,19,10,9
2,4,995,79,37,42
2,4,1811,20,6,14
2,4,1951,2,1,1
2,4,1262,22,8,14
2,4,2053,2,0,2
2,4,3889,36,18,18
2,4,2058,8,6,2
2,4,1278,14,8,6
2,4,2192,40,19,21
2,4,1711,15,7,8
2,4,1219,25,11,14
2,4,1655,10,5,5
2,4,1214,19,12,7
2,4,1322,20,11,9
2,4,1518,24,9,15
2,4,1705,40,22,18
2,4,1356,39,18,21
2,4,2315,45,27,18
2,4,1399,10,6,4
2,4,1751,22,13,9
2,4,1128,14,4,10
2,4,892,5,4,1
2,4,1251,3,2,1
2,4,1124,5,5,0
2,4,4652,81,35,46
2,4,1531,1,0,1
2,4,2213,30,14,16
2,4,1935,2,1,1
2,4,1716,5,3,2
2,4,1421,8,2,6
2,4,2127,92,42,50
2,4,1389,8,2,6
2,4,1094,7,2,5
2,4,1077,9,3,6
2,4,921,10,4,6
2,4,1090,26,9,17
2,4,1051,8,6,2
2,4,1050,18,11,7
2,4,847,9,2,7
2,4,919,3,1,2
2,4,1307,4,2,2
2,4,878,16,6,10
2,4,576,6,3,3
2,4,1046,14,3,11
2,4,821,6,3,3
2,4,839,2,0,2
2,4,703,1,0,1
2,4,1465,2,0,2
2,4,1150,7,3,4
2,4,1420,13,5,8
2,4,984,14,5,9
2,4,840,4,2,2
2,4,607,7,2,5
2,4,765,3,2,1
2,4,1101,8,1,7
2,4,802,4,1,3
2,4,1399,5,3,2
2,4,182,4,3,1
2,4,2129,21,10,11
2,4,1472,26,15,11
2,4,1090,17,10,7
2,4,6421,112,62,50
2,4,1038,13,9,4
2,4,990,11,5,6
2,4,1534,8,3,5
2,4,969,24,13,11
2,4,1450,5,2,3
2,4,1176,30,14,16
2,4,1137,3,3,0
2,4,1289,1,1,0
2,4,604,32,17,15
2,4,1617,12,3,9
2,4,958,11,6,5
2,4,4626,69,35,34
2,4,25836,223,100,123
2,4,11995,171,74,97
2,4,1441,38,23,15
2,4,1035,56,28,28
2,4,1351,26,17,9
2,4,1253,12,8,4
2,4,2208,48,27,21
2,4,1442,7,3,4
2,4,805,35,21,14
2,4,833,95,49,46
2,4,908,1,1,0
2,4,474,1,1,0
2,4,967,4,4,0
2,4,1114,6,4,2
2,4,829,0,0,0
2,4,556,1,1,0
2,4,774,2,2,0
2,4,817,87,36,51
2,4,1061,4,3,1
2,4,775,5,3,2
2,4,2848,23,14,9
2,4,1330,250,124,126
2,4,1171,7,2,5
2,4,1950,33,18,15
2,4,4548,150,63,87
2,4,3685,37,20,17
2,4,1972,16,8,8
2,4,1832,46,18,28
2,4,1453,8,4,4
2,4,1615,5,3,2
2,4,2385,25,11,14
2,4,2041,4,2,2
2,4,1374,5,3,2
2,4,2374,19,11,8
2,4,1406,9,5,4
2,4,1083,10,5,5
2,4,818,2,1,1
2,4,666,19,13,6
2,4,796,7,5,2
2,4,1146,15,7,8
2,4,1321,7,5,2
2,4,942,0,0,0
2,4,1152,12,5,7
2,4,1091,0,0,0
2,4,967,5,2,3
2,4,879,2,0,2
2,4,799,7,4,3
2,4,922,0,0,0
2,4,679,2,2,0
2,4,860,3,0,3
2,4,719,2,0,2
2,4,901,7,1,6
2,4,675,8,3,5
2,4,657,2,0,2
2,4,868,4,2,2
2,4,945,1,0,1
2,4,1216,1,0,1
2,4,613,5,1,4
2,4,754,3,1,2
2,4,778,1,1,0
2,4,710,57,27,30
2,4,613,4,0,4
2,4,796,47,22,25
2,4,832,21,8,13
2,4,705,19,9,10
2,4,826,1,0,1
2,4,958,25,13,12
2,4,698,2,0,2
2,4,904,4,2,2
2,4,930,14,9,5
2,4,871,29,18,11
2,4,614,0,0,0
2,4,1017,67,37,30
2,4,589,3,2,1
2,4,1088,17,9,8
2,4,466,13,4,9
2,4,680,16,8,8
2,4,1091,21,9,12
2,4,700,10,3,7
2,4,983,18,10,8
2,4,673,5,3,2
2,4,962,14,6,8
2,4,1066,15,9,6
2,4,706,1,0,1
2,4,870,0,0,0
2,4,1305,10,4,6
2,4,1136,4,0,4
2,4,2493,25,11,14
2,4,1403,10,5,5
2,4,867,4,2,2
2,4,678,13,5,8
2,4,497,0,0,0
2,4,1414,11,5,6
2,4,985,22,9,13
2,4,1352,8,5,3
2,4,998,13,6,7
2,4,1180,22,8,14
2,4,891,5,2,3
2,4,929,48,26,22
2,4,902,15,9,6
