ENTIDAD,MUNICIPIO,POBTOT,POB_AFRO,POB_AFRO_F,POB_AFRO_M
15,71,2435,22,10,12
15,71,3035,34,14,20
15,71,4170,187,91,96
15,71,3423,201,98,103
15,71,2507,143,74,69
15,71,8083,225,112,113
15,71,9078,673,332,341
15,71,1223,34,16,18
15,71,2044,12,3,9
15,71,2190,8,6,2
15,71,2493,50,20,30
15,71,1430,1,1,0
15,71,1634,12,8,4
15,71,1314,4,3,1
15,71,1359,10,6,4
15,71,1344,2,0,2
15,71,3262,22,11,11
15,71,1410,2,1,1
15,71,1118,0,0,0
15,71,1285,5,5,0
15,71,2752,68,36,32
15,71,1017,2,1,1
15,71,2950,35,19,16
15,71,2930,16,8,8
15,71,3196,34,21,13
15,71,4487,47,24,23
15,71,9847,185,99,86
15,71,7779,310,155,155
15,71,3265,62,31,31
15,72,2138,12,5,7
15,72,3953,76,41,35
15,72,1681,7,6,1
15,72,2260,17,7,10
15,72,1148,3,1,2
15,72,1084,52,27,25
15,72,532,1,1,0
15,72,2156,4,1,3
15,72,1032,47,25,22
15,72,391,0,0,0
15,73,4870,51,29,22
15,73,2710,101,50,51
15,73,3041,20,6,14
15,73,2003,14,6,8
15,74,17465,816,424,392
15,74,4155,121,61,60
15,74,5824,77,37,40
15,74,5510,172,89,83
15,75,4672,27,14,13
15,124,1540,55,30,25
15,124,2596,2,1,1
15,124,4283,206,98,108
15,124,1011,1,0,1
15,124,3996,7,3,4
15,75,605,0,0,0
15,124,791,0,0,0
15,75,2828,5,3,2
15,75,2518,4,2,2
15,75,2676,13,7,6
15,75,3425,11,4,7
15,75,2561,80,41,39
15,75,1938,7,3,4
15,75,4025,22,10,12
15,75,3681,14,10,4
15,75,3845,175,85,90
15,124,3555,14,8,6
15,124,3418,4,2,2
15,124,4621,287,145,142
15,124,2339,5,3,2
15,124,2535,4,2,2
15,124,2474,5,3,2
15,124,1311,0,0,0
15,75,3165,1172,613,559
15,75,1982,8,7,1
15,75,3092,8,6,2
15,75,2655,5,5,0
15,75,1684,3,2,1
15,75,1500,0,0,0
15,75,3815,7,4,3
15,75,831,5,2,3
15,75,4174,5,3,2
15,75,5524,25,15,10
15,124,3288,9,6,3
15,124,3153,9,4,5
15,124,1816,3,0,3
15,124,3630,5,2,3
15,124,4535,6,2,4
15,124,1938,4,4,0
15,75,1106,5,1,4
15,75,6976,4,2,2
15,75,5050,21,9,12
15,75,3366,1,1,0
15,75,4266,17,5,12
15,75,1373,12,7,5
15,75,4922,11,6,5
15,75,6406,2,0,2
15,75,2698,8,5,3
15,75,2970,4,1,3
15,75,9212,21,6,15
15,75,2311,4,3,1
15,124,6628,63,34,29
15,124,859,1,1,0
15,124,2388,11,6,5
15,124,2221,4,4,0
15,124,1672,0,0,0
15,124,2336,6,1,5
15,75,533,1,1,0
15,75,3323,2,0,2
15,75,1264,14,8,6
15,75,4320,6,3,3
15,75,3667,3,2,1
15,124,4702,13,5,8
15,124,1726,33,21,12
15,124,1146,1,0,1
15,124,4331,1097,575,522
15,124,2390,350,173,177
15,124,3505,8,5,3
15,75,1165,6,3,3
15,124,1704,2,2,0
15,124,594,0,0,0
15,75,579,2,1,1
15,124,581,1,1,0
15,124,2299,6,3,3
15,75,4422,18,12,6
15,124,1930,2,1,1
15,124,94,0,0,0
15,76,2808,19,8,11
15,76,2478,8,4,4
15,76,4058,18,10,8
15,76,2392,70,37,33
15,76,3662,45,25,20
15,76,537,0,0,0
15,76,813,0,0,0
15,76,2513,12,4,8
15,76,1591,2,0,2
15,76,791,3,1,2
15,76,2149,4,1,3
15,76,408,4,2,2
15,76,1920,132,71,61
15,76,1830,8,4,4
15,77,5291,32,18,14
15,77,3576,30,15,15
15,77,3486,38,16,22
15,77,2543,11,3,8
15,77,2085,7,1,6
15,77,6386,56,27,29
15,77,4345,60,30,30
15,77,3864,23,11,12
15,77,6344,43,22,21
15,77,6590,35,17,18
15,77,5153,63,32,31
15,77,3263,61,27,34
15,77,2159,20,7,13
15,77,5146,20,9,11
15,77,7426,61,31,30
15,77,3150,22,9,13
15,77,3170,35,18,17
15,77,7322,26,13,13
15,77,3046,14,8,6
15,77,8684,127,60,67
15,77,4093,22,9,13
15,52,6395,132,56,76
15,52,13414,175,84,91
15,78,2863,0,0,0
15,78,1084,0,0,0
15,78,1077,1,1,0
15,78,1774,4,3,1
15,79,850,0,0,0
15,79,633,0,0,0
15,79,304,0,0,0
15,79,3552,1,1,0
15,79,267,0,0,0
15,79,242,0,0,0
15,79,646,0,0,0
15,79,1311,0,0,0
15,79,269,0,0,0
15,79,473,0,0,0
15,80,6103,100,43,57
15,80,1497,5,2,3
15,80,793,5,2,3
15,80,1939,12,6,6
15,80,3763,15,7,8
15,80,1216,2,1,1
15,80,1763,3,2,1
15,81,1639,4,2,2
15,81,2536,10,5,5
15,81,2019,3,3,0
15,81,971,3,1,2
15,81,2813,383,208,175
15,81,2095,6,4,2
15,81,337,1,1,0
15,81,426,1,1,0
15,81,445,0,0,0
15,81,904,2,1,1
15,81,840,0,0,0
15,81,1279,7,5,2
15,81,709,8,6,2
15,81,1000,0,0,0
15,81,850,4,1,3
15,81,759,0,0,0
15,81,1006,3,0,3
15,81,389,0,0,0
15,81,824,1,1,0
15,81,733,1,1,0
15,81,403,1,0,1
15,81,656,7,3,4
15,81,514,0,0,0
15,82,1598,14,5,9
15,82,6484,90,47,43
15,82,3098,25,15,10
15,82,15002,183,96,87
15,82,1692,7,3,4
15,82,3202,45,16,29
15,82,2010,63,37,26
15,82,2891,17,10,7
15,82,1186,26,14,12
15,82,4213,83,43,40
15,82,2010,23,12,11
15,82,2171,14,7,7
15,82,1022,4,1,3
15,82,2385,20,11,9
15,82,2571,11,5,6
15,82,3865,11,8,3
15,82,4930,13,6,7
15,82,5193,54,25,29
15,82,4655,36,16,20
15,82,4320,60,28,32
15,82,18289,463,244,219
15,82,4155,28,17,11
15,82,90,0,0,0
15,82,2818,151,72,79
15,82,4024,17,8,9
15,82,20549,323,162,161
15,82,2114,22,10,12
15,82,2121,38,16,22
15,82,3834,36,16,20
15,82,1924,2,2,0
15,82,2103,18,10,8
15,82,1588,2,2,0
15,82,1959,18,11,7
15,82,1058,11,5,6
15,82,1342,7,4,3
15,82,5857,11,6,5
15,82,2071,28,18,10
15,82,3585,31,15,16
15,82,5975,51,25,26
15,82,7200,196,102,94
15,82,21273,213,117,96
15,82,3511,15,8,7
15,82,4381,23,12,11
15,82,9271,329,159,170
15,82,1740,17,12,5
15,82,4460,51,19,32
15,82,1694,32,10,22
15,82,1303,4,0,4
15,82,1313,38,18,20
15,82,1642,6,1,5
15,82,1423,18,9,9
15,82,1546,15,7,8
15,82,3824,33,13,20
15,82,1055,10,7,3
15,82,1509,24,8,16
15,82,1128,1,0,1
15,82,1599,2,0,2
15,82,2980,10,5,5
15,82,2991,29,12,17
15,82,3258,26,15,11
15,82,1995,10,4,6
15,82,2961,9,6,3
15,82,28332,304,154,150
15,82,2800,44,22,22
15,82,1038,3,2,1
15,82,1736,45,24,21
15,83,1702,3,0,3
15,83,1168,13,9,4
15,83,5249,26,15,11
15,83,3659,7,5,2
15,83,2086,6,5,1
15,83,1970,2,0,2
15,83,2807,10,5,5
15,83,1270,7,5,2
15,83,2220,4,2,2
15,83,4536,6,2,4
15,123,277,0,0,0
15,123,1171,2,2,0
15,123,1065,3,1,2
15,123,437,4,2,2
15,123,1422,15,8,7
15,123,1188,3,2,1
15,123,1428,3,1,2
15,123,126,0,0,0
15,83,929,5,3,2
15,83,1481,0,0,0
15,83,542,1,0,1
15,83,920,5,2,3
15,123,1501,6,2,4
15,83,1614,9,6,3
15,83,932,3,0,3
15,123,2175,3,3,0
15,123,265,16,8,8
15,83,5999,37,20,17
15,123,1892,3,1,2
15,123,1898,3,1,2
15,123,3065,34,18,16
15,123,3195,31,13,18
15,123,248,0,0,0
15,123,598,1,0,1
15,123,2227,13,5,8
15,83,2043,3,1,2
15,83,2145,0,0,0
15,83,1661,2,1,1
15,83,7700,40,22,18
15,83,1094,2,2,0
15,123,160,0,0,0
15,83,841,0,0,0
15,83,2107,1,1,0
15,83,948,1,0,1
15,83,3804,47,25,22
15,123,865,1,0,1
15,123,523,1,0,1
15,83,953,0,0,0
15,83,576,1,0,1
15,83,278,0,0,0
15,123,283,1,0,1
15,83,386,4,3,1
15,83,558,0,0,0
15,83,3204,1,0,1
15,83,284,0,0,0
15,83,352,0,0,0
15,83,458,11,7,4
15,83,1507,17,5,12
15,83,1740,6,2,4
15,83,2373,7,4,3
15,123,457,0,0,0
15,123,1568,0,0,0
15,83,619,1,1,0
15,123,188,1,1,0
15,83,531,0,0,0
15,83,84,0,0,0
15,83,2732,11,5,6
15,83,254,0,0,0
15,83,966,2,2,0
15,84,2719,14,8,6
15,84,5137,44,13,31
15,84,2998,32,18,14
15,84,2331,13,4,9
15,84,1468,32,14,18
15,85,4068,32,13,19
15,85,6046,94,54,40
15,85,1196,1,0,1
15,85,2130,7,3,4
15,85,1699,10,6,4
15,85,689,34,21,13
15,85,4991,787,400,387
15,85,2216,6,5,1
15,85,1373,0,0,0
15,85,3321,5,1,4
15,85,923,1,1,0
15,85,7213,99,48,51
15,85,3988,13,6,7
15,85,2891,15,10,5
15,85,849,0,0,0
15,86,2482,21,10,11
15,86,1410,10,6,4
15,86,2442,40,21,19
15,86,2375,14,9,5
15,86,1795,34,13,21
15,86,3233,9,3,6
15,86,1626,6,4,2
15,86,1611,1,0,1
15,86,1492,0,0,0
15,86,1215,1,0,1
15,86,3226,1,1,0
15,86,2101,0,0,0
15,86,2689,3,2,1
15,86,3006,6,3,3
15,86,3348,31,15,16
15,86,2017,1,1,0
15,86,2257,3,0,3
15,86,2155,19,10,9
15,86,1079,1,0,1
15,86,395,0,0,0
15,86,636,0,0,0
15,86,1730,21,8,13
15,86,975,0,0,0
15,86,2293,54,26,28
15,86,564,0,0,0
15,86,1446,16,9,7
15,86,2179,11,4,7
15,86,2900,7,4,3
15,86,646,0,0,0
15,86,2000,5,3,2
15,86,855,7,3,4
15,86,2288,8,3,5
15,86,814,0,0,0
15,87,2352,21,12,9
15,87,2344,15,7,8
15,87,1506,5,3,2
15,87,1773,11,5,6
15,87,2762,6,3,3
15,87,698,6,3,3
15,87,1238,5,4,1
15,87,2874,3,2,1
15,87,1736,7,1,6
15,87,3533,9,5,4
15,87,1280,14,9,5
15,87,1448,2,0,2
15,87,1002,0,0,0
15,87,1568,2,1,1
15,87,1679,1,0,1
15,87,2141,6,5,1
15,87,604,0,0,0
15,87,863,7,3,4
15,87,519,1,1,0
15,87,802,1,1,0
15,87,499,0,0,0
15,87,1248,2,2,0
15,87,851,0,0,0
15,88,2673,13,9,4
15,88,977,0,0,0
15,88,7281,72,31,41
15,88,3567,7,4,3
15,88,3737,23,10,13
15,88,3342,30,13,17
15,88,2773,24,12,12
15,88,1854,7,4,3
15,88,1927,2,1,1
15,88,2045,6,4,2
15,88,6246,64,24,40
15,88,2294,14,9,5
15,88,5001,13,7,6
15,88,4392,20,12,8
15,88,2342,27,15,12
15,88,2138,63,34,29
15,88,2905,4,2,2
15,88,4980,12,9,3
15,88,3321,19,8,11
15,88,7514,20,9,11
15,88,8402,90,45,45
15,88,2728,12,5,7
15,88,3584,2,1,1
15,88,8583,400,207,193
15,88,1588,4,2,2
15,88,1875,1,1,0
15,89,2289,1,0,1
15,89,3352,20,11,9
15,89,1696,1,0,1
15,89,7765,25,15,10
15,89,3292,46,22,24
15,89,4863,15,10,5
15,89,3708,10,5,5
15,89,1620,2,1,1
15,89,2258,16,7,9
15,89,2716,11,6,5
15,89,1998,3,1,2
15,89,3994,11,2,9
15,89,2774,15,11,4
15,89,3807,30,14,16
15,89,818,82,31,51
15,89,2196,2,2,0
15,89,3439,53,28,25
15,89,2710,38,18,20
15,89,4832,14,7,7
15,89,1891,28,15,13
15,89,2772,45,18,27
15,89,3650,154,89,65
15,89,1866,22,14,8
15,89,849,10,5,5
15,89,2446,9,5,4
15,89,1706,2,2,0
15,89,4050,41,23,18
15,89,2177,3,2,1
15,89,8517,25,11,14
15,89,1419,2,2,0
15,89,5077,4,4,0
15,89,3123,2,1,1
15,89,1616,2,2,0
15,89,1288,9,5,4
15,89,1013,0,0,0
15,89,1098,1,0,1
15,90,2303,6,4,2
15,90,2139,6,2,4
15,90,2256,17,10,7
15,90,3015,12,6,6
15,90,1648,1,1,0
15,91,5859,145,79,66
15,91,6257,103,50,53
15,91,2401,294,154,140
15,91,3416,46,24,22
15,91,1805,71,39,32
15,91,4233,166,79,87
15,91,1494,938,485,453
15,91,3552,36,18,18
15,91,2725,75,31,44
15,91,585,4,1,3
15,91,3097,92,48,44
15,91,5991,46,26,20
15,91,4133,6,2,4
15,91,2298,21,10,11
15,91,3512,33,14,19
15,91,1712,32,15,17
15,91,2033,11,7,4
15,91,6536,96,38,58
15,91,2504,24,13,11
15,91,3568,46,23,23
15,91,4716,10,8,2
15,91,1371,1,1,0
15,91,8322,74,36,38
15,91,4067,12,2,10
15,91,4234,18,8,10
15,91,1733,16,9,7
15,91,2253,25,15,10
15,92,3612,132,67,65
15,92,6076,109,50,59
15,92,4853,46,19,27
15,92,4396,146,76,70
15,92,2697,41,20,21
15,92,2666,61,24,37
15,92,4226,67,30,37
15,92,2927,8,3,5
15,92,3756,60,32,28
15,92,2312,28,10,18
15,92,1836,74,39,35
15,92,2646,34,15,19
15,92,3425,31,15,16
15,92,3681,65,30,35
15,92,3197,46,22,24
15,92,2155,85,42,43
15,92,3161,149,80,69
15,92,5089,28,12,16
15,92,2552,27,14,13
15,92,5378,91,37,54
15,92,3264,8,3,5
15,92,6770,73,40,33
15,92,1292,7,2,5
15,92,2183,7,5,2
15,92,3825,3,0,3
15,93,2938,16,6,10
15,93,4756,41,18,23
15,93,3241,13,6,7
15,93,3099,3,2,1
15,93,5576,42,16,26
15,93,3303,33,15,18
15,93,1288,11,8,3
15,93,2420,12,5,7
15,93,584,0,0,0
15,93,2913,10,5,5
15,93,1510,17,9,8
15,93,1880,23,13,10
15,93,1725,13,7,6
15,93,708,18,11,7
15,93,2926,15,6,9
15,93,3181,32,16,16
15,93,1946,21,15,6
15,93,1977,13,7,6
15,93,3405,6,3,3
15,93,3711,18,10,8
15,93,2886,28,16,12
15,93,401,0,0,0
15,93,2852,12,8,4
15,94,3152,491,244,247
15,94,3517,69,31,38
15,94,2149,66,26,40
15,94,3051,85,40,45
15,94,3639,699,347,352
15,94,3255,110,59,51
15,94,1990,18,12,6
15,94,4537,498,242,256
15,94,1733,28,14,14
15,95,3433,5,3,2
15,95,2127,60,37,23
15,95,2661,36,22,14
15,95,3794,102,52,50
15,95,1528,5,1,4
15,95,2106,13,8,5
15,95,2170,34,17,17
15,95,2754,60,33,27
15,96,3448,87,48,39
15,96,5579,122,55,67
15,96,4877,123,62,61
15,96,3231,27,13,14
15,96,4629,115,56,59
15,96,1307,19,9,10
15,96,3041,23,11,12
15,96,3080,128,69,59
15,96,2827,35,16,19
15,96,2452,52,30,22
15,96,1333,24,11,13
15,96,2599,37,16,21
15,96,1855,64,33,31
15,96,3486,38,17,21
15,96,742,0,0,0
15,96,1422,12,6,6
15,96,4428,40,14,26
15,96,2291,24,14,10
15,96,8612,38,17,21
15,96,2503,11,3,8
15,96,3143,45,23,22
15,96,3130,46,22,24
15,96,5374,79,40,39
15,97,2867,18,6,12
15,97,5745,48,20,28
15,97,3871,22,13,9
15,97,2887,34,15,19
15,97,5761,18,9,9
15,97,4790,18,9,9
15,97,2087,61,27,34
15,97,3303,76,40,36
15,97,1084,54,25,29
15,97,1488,65,31,34
15,97,277,2,1,1
15,97,3379,46,26,20
15,97,1358,26,14,12
15,98,3830,13,11,2
15,98,2084,1,1,0
15,98,2487,10,7,3
15,98,2852,4,3,1
15,98,1711,5,2,3
15,98,1663,4,2,2
15,98,1733,3,2,1
15,98,1781,15,9,6
15,99,2929,146,80,66
15,99,2906,44,20,24
15,100,2615,13,6,7
15,100,2859,4,3,1
15,100,3536,19,9,10
15,100,2065,21,12,9
15,100,2482,30,16,14
15,100,2864,26,13,13
15,100,4463,66,28,38
15,100,3831,60,37,23
15,100,805,13,8,5
15,100,3099,37,21,16
15,100,2616,9,3,6
15,100,1879,25,13,12
15,100,1433,3,1,2
15,100,1016,3,0,3
15,100,1604,35,23,12
15,100,793,8,5,3
15,100,2060,43,22,21
15,100,6374,294,153,141
15,100,2237,31,15,16
15,100,1475,8,4,4
15,100,1165,11,3,8
15,100,1129,6,4,2
15,100,1175,13,7,6
15,100,4476,22,10,12
15,100,5391,23,11,12
15,100,2640,20,8,12
15,100,780,1,1,0
15,100,687,40,22,18
15,100,3465,20,10,10
15,100,966,6,3,3
15,100,0,0,0,0
15,100,5411,83,34,49
15,100,1410,9,6,3
15,100,1485,47,30,17
15,100,1482,37,20,17
15,100,4006,107,60,47
15,100,9904,542,275,267
15,100,3966,128,66,62
15,100,4314,24,12,12
15,100,4366,34,18,16
15,100,3474,17,8,9
15,100,2408,16,6,10
15,100,1775,19,9,10
15,100,3011,5,1,4
15,100,2625,20,10,10
15,100,2884,8,4,4
15,100,4211,46,20,26
15,100,5152,56,24,32
15,100,5239,22,14,8
15,100,3702,25,11,14
15,100,2988,36,16,20
15,100,2725,37,22,15
15,100,3136,417,205,212
15,100,3463,201,106,95
15,100,2929,13,7,6
15,100,4517,387,197,190
15,100,4050,37,18,19
15,100,3017,21,12,9
15,100,3294,61,32,29
15,100,5516,79,44,35
15,100,4541,42,22,20
15,100,4157,18,9,9
15,100,10149,50,22,28
15,100,1571,19,10,9
15,100,8429,116,63,53
15,100,3707,27,13,14
15,100,4928,117,58,59
15,100,5946,10,5,5
15,100,1084,3,1,2
15,100,6825,119,51,68
15,100,2009,11,2,9
15,100,4016,860,428,432
15,100,10481,78,34,44
15,100,2784,530,277,253
15,100,3380,46,23,23
15,100,1674,16,10,6
15,101,2984,14,8,6
15,101,4223,19,12,7
15,101,1523,8,5,3
15,101,1539,5,2,3
15,101,9738,68,31,37
15,101,10752,217,106,111
15,101,7670,256,129,127
15,101,1283,23,14,9
15,101,2105,38,15,23
15,102,3833,46,23,23
15,102,1789,25,16,9
15,102,3041,45,26,19
15,102,7116,105,54,51
15,102,3586,31,15,16
15,102,2274,259,136,123
15,102,2063,7,6,1
15,102,2308,91,43,48
15,102,4199,123,56,67
15,102,3039,7,2,5
15,102,8042,223,119,104
15,102,4090,74,38,36
15,102,2506,10,3,7
15,102,3548,77,41,36
15,102,4549,35,16,19
15,102,3189,9,3,6
15,102,3341,4,1,3
15,102,2681,5,1,4
15,102,3737,9,5,4
15,102,3000,16,7,9
15,102,5449,14,7,7
15,102,3475,0,0,0
15,102,2711,5,1,4
15,103,1839,0,0,0
15,103,1628,9,4,5
15,103,2629,10,4,6
15,103,1071,1,1,0
15,103,2198,11,5,6
15,103,1087,0,0,0
15,103,2737,5,4,1
15,103,1707,19,9,10
15,103,2010,34,17,17
15,103,563,1,0,1
15,103,155,3,1,2
15,104,2085,7,4,3
15,104,2595,6,4,2
15,104,2386,21,9,12
15,104,1997,9,6,3
15,104,4030,20,11,9
15,104,3013,9,6,3
15,104,2853,71,34,37
15,104,3172,87,42,45
15,104,2601,84,41,43
15,104,3364,35,21,14
15,104,1899,2,2,0
15,104,1330,3,0,3
15,104,1976,21,13,8
15,104,1416,4,1,3
15,104,3151,7,3,4
15,104,809,0,0,0
15,104,2803,11,5,6
15,104,887,5,1,4
15,104,3542,22,8,14
15,104,2340,52,23,29
15,104,1426,11,5,6
15,105,12248,488,244,244
15,105,3287,21,11,10
15,105,2914,57,37,20
15,105,3597,82,43,39
15,105,1948,10,2,8
15,105,1804,17,8,9
15,105,1905,9,6,3
15,105,2980,21,10,11
15,105,3896,16,6,10
15,105,2437,14,4,10
15,105,2126,25,12,13
15,105,2946,13,10,3
15,105,3223,15,7,8
15,105,2528,24,10,14
15,105,1666,14,6,8
15,105,1832,3,2,1
15,105,2529,76,36,40
15,105,1761,21,12,9
15,105,2475,7,2,5
15,105,2805,55,25,30
15,105,2140,30,16,14
15,105,3145,10,5,5
15,105,3465,12,6,6
15,105,2342,5,2,3
15,105,1687,30,12,18
15,105,2150,36,19,17
15,105,1430,15,6,9
15,105,1337,18,10,8
15,105,3866,69,30,39
15,105,3168,44,21,23
15,105,5280,41,14,27
15,105,4582,12,7,5
15,105,2075,39,25,14
15,105,1871,14,6,8
15,105,3241,60,31,29
15,105,2181,4,2,2
15,105,2306,20,7,13
15,105,2022,9,7,2
15,105,1755,24,13,11
15,105,1845,17,7,10
15,105,3486,32,18,14
15,105,2623,71,40,31
15,105,2905,53,28,25
15,105,1996,6,3,3
15,105,2539,36,21,15
15,105,2008,11,7,4
15,105,2106,22,13,9
15,105,3794,17,10,7
15,105,3428,62,31,31
15,105,1802,8,3,5
15,105,1504,12,7,5
15,105,3535,101,43,58
15,105,1862,5,2,3
15,105,1582,8,4,4
15,105,891,1,0,1
15,105,1804,8,3,5
15,105,1285,9,5,4
15,105,2091,26,14,12
15,105,2107,5,3,2
15,105,2259,16,8,8
15,105,1388,46,24,22
15,105,1384,3,2,1
15,105,1235,37,22,15
15,105,1109,12,4,8
15,105,1395,39,19,20
15,105,1579,30,17,13
15,105,1957,5,4,1
15,105,2457,34,17,17
15,105,1762,277,132,145
15,105,2164,44,22,22
15,105,2356,921,445,476
15,105,1917,16,7,9
15,105,1493,18,11,7
15,105,3010,174,90,84
15,105,2983,52,27,25
15,105,2646,147,78,69
15,105,2591,44,22,22
15,105,3799,56,30,26
15,105,2147,20,8,12
15,105,1510,5,2,3
15,105,1067,10,6,4
15,105,1322,6,2,4
15,105,1730,9,4,5
15,105,1871,17,10,7
15,105,1655,12,6,6
15,105,1494,22,15,7
15,105,2401,2,1,1
15,105,3362,67,35,32
15,105,2491,6,2,4
15,105,1764,11,3,8
15,105,1394,23,15,8
15,105,1158,10,4,6
15,105,1979,16,9,7
15,105,1389,21,15,6
15,105,1609,16,7,9
15,105,1552,25,19,6
15,105,1568,13,7,6
15,105,2632,17,7,10
15,105,1624,23,12,11
15,105,1769,25,13,12
15,105,1254,10,4,6
15,105,1556,34,18,16
15,105,1004,92,59,33
15,105,999,297,157,140
15,105,1621,295,153,142
15,105,1476,39,14,25
15,105,947,10,3,7
15,105,856,18,13,5
15,105,1344,23,14,9
15,105,2679,9,6,3
15,105,1816,31,26,5
15,105,2222,3,0,3
15,105,898,26,13,13
15,105,2997,76,34,42
15,105,1578,94,49,45
15,105,1650,55,24,31
15,105,1339,71,34,37
15,105,1346,22,10,12
15,105,1689,19,12,7
15,105,1914,10,5,5
15,105,1833,11,7,4
15,105,2788,7,3,4
15,105,968,12,5,7
15,105,585,7,2,5
15,105,1000,10,6,4
15,105,1713,5,1,4
15,105,2586,21,14,7
15,105,1102,2,2,0
15,105,1702,19,6,13
15,105,1818,16,7,9
15,105,1412,7,3,4
15,105,2003,1,0,1
15,105,1280,6,3,3
15,105,2279,29,10,19
15,105,1216,3,1,2
15,105,1144,1,0,1
15,105,1593,11,7,4
15,105,2135,9,3,6
15,105,2001,13,5,8
15,105,1220,14,8,6
15,105,292,1,1,0
15,105,1962,5,3,2
15,105,1579,10,5,5
15,105,1153,22,10,12
15,105,1452,28,15,13
15,105,750,11,4,7
15,105,872,0,0,0
15,105,1063,5,3,2
15,105,2463,69,28,41
15,105,7629,69,30,39
15,105,1060,12,6,6
15,105,1861,15,6,9
15,105,2137,31,21,10
15,105,1723,18,10,8
15,105,1407,22,12,10
15,105,1794,5,1,4
15,105,700,15,13,2
15,105,1587,69,30,39
15,105,1851,93,44,49
15,105,1028,7,2,5
15,105,1338,67,35,32
15,105,1201,29,13,16
15,105,1480,22,12,10
15,105,1492,11,8,3
15,105,1182,10,7,3
15,105,610,20,9,11
15,105,1316,28,14,14
15,105,822,12,7,5
15,105,1708,16,8,8
15,105,1925,15,5,10
15,105,1180,18,11,7
15,105,1668,12,6,6
15,105,2432,29,17,12
15,105,2158,23,12,11
15,105,1485,4,2,2
15,105,927,10,4,6
15,105,1375,13,6,7
15,105,828,18,9,9
15,105,1285,4,1,3
15,105,3933,13,4,9
15,105,2683,16,7,9
15,105,2158,31,16,15
15,105,1309,0,0,0
15,105,1251,3,3,0
15,105,1727,66,39,27
15,105,2003,3,0,3
15,105,1806,26,11,15
15,105,1573,4,2,2
15,105,1770,5,1,4
15,105,2580,23,12,11
15,105,1975,52,26,26
15,105,1624,46,24,22
15,105,1795,46,22,24
15,105,846,47,22,25
15,105,589,10,6,4
15,105,798,2,2,0
15,105,1242,65,36,29
15,105,1376,26,12,14
15,105,1057,2,1,1
15,105,1491,2,0,2
15,105,1535,9,4,5
15,105,1825,22,11,11
15,105,2172,9,4,5
15,105,1414,9,5,4
15,105,1765,32,16,16
15,105,1365,12,5,7
15,105,2658,6,2,4
15,105,2061,7,2,5
15,105,1217,29,6,23
15,105,1510,22,11,11
15,105,1385,17,11,6
15,105,734,2,0,2
15,105,736,1,1,0
15,105,868,4,1,3
15,105,846,6,3,3
15,105,875,1,1,0
15,105,1447,9,6,3
15,105,1567,32,15,17
15,105,2537,24,9,15
15,105,1558,5,2,3
15,105,1851,15,10,5
15,105,2053,27,15,12
15,105,1255,6,4,2
15,105,1480,25,12,13
15,105,1054,4,0,4
15,105,1559,25,16,9
15,105,2858,21,10,11
15,105,1074,10,5,5
15,105,2046,69,44,25
15,105,2052,40,24,16
15,105,2087,15,7,8
15,105,2328,2,0,2
15,105,1952,4,2,2
15,105,1948,31,16,15
15,105,2081,128,60,68
15,105,1197,0,0,0
15,105,1024,13,5,8
15,105,1136,9,7,2
15,105,1212,11,7,4
15,105,1337,35,14,21
15,105,1607,18,8,10
15,105,1618,49,23,26
15,105,1499,42,21,21
15,105,1470,39,15,24
15,105,1403,20,11,9
15,105,869,8,6,2
15,105,1576,30,15,15
15,105,1259,9,4,5
15,105,1566,16,9,7
15,105,1499,9,5,4
15,105,764,3,2,1
15,105,1420,21,14,7
15,105,1451,8,6,2
15,105,884,7,3,4
15,105,1593,24,9,15
15,105,1495,17,9,8
15,105,1376,18,13,5
15,105,1900,84,45,39
15,105,1326,6,2,4
15,105,957,29,14,15
15,105,1156,33,15,18
15,105,897,15,12,3
15,105,1342,1,1,0
15,105,733,1,0,1
15,105,986,5,1,4
15,105,1638,6,3,3
15,105,966,10,6,4
15,105,868,4,0,4
15,105,1807,35,12,23
15,105,1005,11,5,6
15,105,1326,1,1,0
15,105,1240,7,3,4
15,105,665,10,3,7
15,105,632,11,5,6
15,105,759,19,9,10
15,105,804,7,2,5
15,105,563,2,1,1
15,105,1427,173,83,90
15,105,1758,18,13,5
15,105,1753,12,6,6
15,105,1232,8,5,3
15,105,1223,2,0,2
15,105,1201,27,18,9
15,105,1037,4,1,3
15,105,673,13,5,8
15,105,3596,68,29,39
15,105,1825,11,3,8
15,105,1608,27,9,18
15,105,1361,1,0,1
15,105,1091,6,2,4
15,105,879,25,8,17
15,105,1345,6,4,2
15,105,1417,39,20,19
15,105,848,25,7,18
15,105,1139,4,3,1
15,105,1241,18,6,12
15,105,1482,19,13,6
15,105,1802,10,5,5
15,105,1827,19,8,11
15,105,1705,7,2,5
15,105,1575,11,6,5
15,105,1190,11,6,5
15,105,1625,55,29,26
15,105,1524,68,37,31
15,105,1762,27,15,12
15,105,1046,17,5,12
15,105,1084,36,21,15
15,105,1293,2,2,0
15,105,1687,24,11,13
15,105,4439,30,13,17
15,105,1856,11,5,6
15,105,2078,15,9,6
15,105,971,10,7,3
15,105,1776,282,138,144
15,105,980,15,11,4
15,105,1509,8,5,3
15,105,1642,18,9,9
15,105,1309,67,36,31
15,105,128,1,0,1
15,105,2942,35,21,14
15,105,1536,6,6,0
15,105,1435,22,15,7
